Numero,Classe,SousClasse,GaborFeature0,GaborFeature1,GaborFeature2,GaborFeature3,GaborFeature4,GaborFeature5,GaborFeature6,GaborFeature7,GaborFeature8,GaborFeature9,GaborFeature10,GaborFeature11,GaborFeature12,GaborFeature13,GaborFeature14,GaborFeature15,GaborFeature16,GaborFeature17,GaborFeature18,GaborFeature19,GaborFeature20,GaborFeature21,GaborFeature22,GaborFeature23,Y_Feature,Cr_Feature,Cb_Feature
1927,NATUREL,OPEN_COUNTRY,-0.5343581562659311,-0.5257559936974385,-0.5695070196164614,-0.5262444200349307,-0.7589488831313174,-0.7771453213723666,-0.6553546564557177,-0.19485157724209407,-0.4527917643391173,-0.5400077571080589,-0.4937825858674845,-0.18864272926727774,-0.42502311390544906,-0.4936226336307759,-0.4931229419396941,-0.4435026930253864,0.7259547883096851,-0.2453920823948198,-0.350766137072393,-0.1391320149185663,-0.6389978471539279,-0.5931205011374069,-0.5317026592248881,-0.23139338197653075,0.4689699638352101,0.8487866464820337,-2.490682191567649
2076,ARTIFICIEL,RUE,0.11161676091511057,0.22538597026432025,0.7198573372247778,0.5093168238264528,1.3274784428130353,1.4045152451294725,0.3961532379040768,-0.09537494295273694,1.1127092921065438,0.5435549937287377,0.09480494798672896,-0.18893076592953026,1.1049487928936974,1.274910999777201,0.4079869007103706,0.3678009366147371,1.872252739103764,1.3595293220721505,0.7928655815571998,0.6704345565695068,0.8184095621121368,0.8375597714518137,0.5351515450043292,0.09858171364766756,0.1350816039880908,0.5272634512007706,-0.4779372107301003
1012,ARTIFICIEL,VILLE,-0.1754428327943264,-0.05243505709546596,0.8778488224425848,0.06713493651168874,0.3961165843640505,0.12912760659271022,1.834266452627407,0.20059097781342866,0.4442862776032308,-0.07677386068965257,0.10144207897909316,-0.16360930453805206,3.461490942477349,2.9776719605897184,1.2542173860386772,0.6066660305468818,0.6140463961889456,0.7282184435755309,0.3692471202347767,0.0015060053310154,-0.28673622330278964,0.4018347649565801,0.8025733296246383,0.15877236861786628,-0.8224256094877306,0.12797469319540958,0.14482666470747518
2069,ARTIFICIEL,RUE,-0.2390832187785033,0.1305690992962321,0.201182102814058,0.2213228716005924,0.2637315732084862,0.8278896625828444,1.5151080721731414,0.6677136247768319,3.8874790952259364,1.6938493898843698,1.3997730246289872,0.8640940714418055,1.0642144014651391,1.4737491812180332,1.3795281580123666,0.6475593776188254,1.1381734799084418,2.1334945282881885,0.7010449193352953,0.3739323113600863,0.2421007235176272,0.41311294305472857,0.28864552943096183,0.4039113684582274,0.7645716674399473,-0.4592355647064439,0.1066423102407884
951,ARTIFICIEL,VILLE,0.6709285072181695,0.2891454910513924,0.2461024526240939,-0.2000381221331218,0.8924919356979577,-0.3778022950986993,-0.4754540448223248,-0.4448302690643469,-0.5437593048306093,-0.5034833974322857,-0.6308693445621536,-0.3155099883877105,0.6449310905472068,-0.4657859582301211,-0.4636430242600625,0.5408962097488426,-0.6062938211469986,-0.5277311243236671,-0.6319410294016313,-0.3053455723374839,0.4241328760229901,-0.36502523288460814,-0.489855009803633,-0.4288211176913924,1.0201130634174338,-1.2729505645633123,1.2555348148334209
1609,NATUREL,MONTAGNE,-0.09385375985298486,-0.20601729962022305,-0.15822963703929105,0.03479900285259425,1.6442420754270215,1.8318709751896864,0.9302236940591844,0.757494414443842,3.9212290722548233,3.6857619090189178,1.8554827113194423,0.8838178194758121,0.5242565942291746,0.12124164036759305,-0.2114494785735528,-0.20433518770363285,5.087528674259012,3.6797369330032033,1.0949777728078558,0.7643147792246514,1.3421922762183458,1.272293012745659,0.6263744586355506,0.6349420204667047,0.9371757929090778,1.3765061055797116,-3.317195193669672
890,ARTIFICIEL,AUTOROUTE,-0.2635759055137135,-0.30303059001618193,-0.3626354995446636,-0.2887050639206291,-0.5619864775641324,-0.593589388292641,-0.5323727677311386,-0.5606672320432762,0.009536834869758924,0.08115356839176306,0.1640944606272797,-0.2337953617314528,0.7948267376999055,1.5902706822219461,2.4467571538778663,1.3416001696283029,-0.4245618457511603,-0.4147732135801252,0.08913264625010013,-0.4718363377992131,-0.09309302713064238,-0.5173646666569899,-0.4128469530088051,-0.5923963983671844,0.407532616957019,0.2537023745439438,-0.36622591053611225
2370,ARTIFICIEL,GRANDBATIMENT,0.9677251806513116,1.418673468160926,1.2752160432222273,1.2722436196335702,0.023509434685719043,0.5383895193716626,0.4731048645077633,-0.18417687045552247,-0.7577250419005779,-0.7213842234033407,0.9624661714360928,0.21381756043561856,-0.7905856625633084,-0.7416041482375394,0.2056402084962345,0.8458274993265643,-0.8562700785622038,-0.7025040962676914,2.1371060218279663,0.7752557223429302,-0.3005637377986836,-0.3402227579561529,-0.2925830614292705,1.1518630881899758,-2.2988493427586567,-1.0070198575331557,1.4162150491146563
471,NATUREL,FORET,-0.4093636768700885,-0.16279130150149015,-0.2423876898121575,0.0580432537454373,1.7111669217876324,0.9491348371289436,1.841151338150664,1.5463075564017406,0.9217408920376527,1.247779200008209,0.3652538316206266,0.5643135066139625,1.3095823418139447,0.4048682203288871,0.032585724772131716,0.0330339556761269,2.0434669862431107,2.188288990694511,0.8254596850944732,1.3259271384572298,0.4530092418094813,0.4498572480328264,0.29161883144140344,0.8645395652468562,-0.5832847380734689,-1.030171809251642,1.095917152881413
1643,NATUREL,OPEN_COUNTRY,-0.537329055183506,-0.5031561724169745,-0.5394560638309207,-0.6144235506900849,-0.8411073625230842,-0.5068390498363109,0.4673750626589779,0.3524418159257179,-0.3266723218959631,-0.4987019147216901,1.3927627200122619,3.159827173363785,0.5465398024160691,0.20623122641306246,0.05168851236413203,-0.2278402517088569,-0.7752394878028069,-0.779202172444603,-0.6448708886397773,-0.4933955724214154,-0.8132311932478004,-0.6982956447508873,-0.543017515491109,-0.4535806605108319,-0.18305939506518,-0.4055764665053711,0.9826208195451559
